"SMILES_STD","SAMPLE_NAME","SAMPLE_ID","GENE_SYMBOL"
"O=C(NC1CC1)NC2=CNN=C2C3=NC4=C(N3)C=CC(CN5CCOCC5)=C4","AT-9283","NCGC00346493-01","AURKA"
"CCN1CCN(CC1)C(=O)CC2=CC=C(C=C2)N=C3NC=C(F)C(N3)=NC4=CC=C(C=C4)C(=O)NC5=C(Cl)C=CC=C5","Aurora A Inhibitor I","NCGC00346525-01","AURKA"
"CCC1=CC=CC(CC)=C1NC(=O)N2CC3=C(C2)C(NN3)=NC(=O)C4=CC=C(C=C4)N5CCN(C)CC5","PHA-680632","NCGC00346526-01","AURKA"
"CCN1C=C(C(=N1)C2=CC=C(NC(=O)N(C)C)C=C2)C3=CC=NC4=C3C=C(N4)C5=CC(CN(C)C)=CC=C5","GSK-1070916A","NCGC00346648-01","AURKB"
"FC(F)(F)C1=CNC(=N1)C2=NC=CC(OC3=CC4=C(NC(N4)=NC5=CC=C(C=C5)C(F)(F)F)C=C3)=C2","RAF-265 derivative","NCGC00346577-01","BRAF"
"CCOC(CN1C(=O)[C@](CC(=O)NC2=CC=C(C)C=C2)(NC(=O)NC3=CC=C(C)C=C3)C4=C1C=CC=C4)OCC","AG-041R","NCGC00263225-01","CCK-B"
"C[C@@](CC1=CNC2=C1C=CC=C2)(NC(=O)OC3C4CC5CC(C4)CC3C5)C(=O)NC[C@H](NC(=O)CCC(O)=O)C6=CC=CC=C6","PD-134308","NCGC00346874-01",""
"C1CC2=C(C1)C(=NN2)C3=NNN=N3","MK-0354","NCGC00263122-01","NIACR1"
"ClC1=CC=C(C=C1)C(=O)N[C@@H]2CN3CCC2CC3","PNU-282987","NCGC00092364-05","CHRNA7"
"COC1=C2CCCC(CCCN3CCN(CC3)C4CCCCC4)C2=CC=C1","PB-28","NCGC00165875-03","SIGMAR1"
"COC1=C(OC)C=C(CCN2CCN(CCCC3=CC=CC=C3)CC2)C=C1","Cutamesine hydrochloride","NCGC00263126-01","SIGMAR1"
"CN(C)CCN(C)CCC1=CC(Cl)=C(Cl)C=C1","BD-1047","NCGC00024901-03","SIGMAR1"
"CC(C)C1=CC=C(CN2C=CC3=C2C=CC4=C3C(=N)NC(N4)=NC5CC5)C=C1","SCH-79797","NCGC00025225-02","PAR1"
"CC[C@@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)C2=CC=NO2)C(=O)N3CCC4(CCC5=C4C=CC=C5)CC3","GB 83","NCGC00263107-01","PAR2"
"COC2(C[S@@](=O)C1=CC=CC=C1)CCN(CCC3=CNC4=C3C=C(F)C=C4)CC2","GR-159897","NCGC00025092-02","TACR2"
"OC[C@H]1O[C@@H](C[C@@H]1O)N2C=NC3=C2NC(Cl)=NC3=N","Cladribine","NCGC00022567-08","ADA"
"BrC1=CC(=CC=C1)C2=CC(=NC3=C2C(=N)NC=N3)C4=CN=C(C=C4)N5CCOCC5","ABT-702","NCGC00092381-03","ADK"
"COC1=CC=C(C=C1)N=C2NC=CC(N2)=NCCO","Cardiogenol","NCGC00165770-03",""
"OC(=O)CCCCCC(=O)NN=C1CCCC1","IDE-2","NCGC00345022-02",""
"CCN(CC)CCCCN=C1NC2=C(C=C(Cl)C(Cl)=C2)N=C1C3=CC=C(S3)C4=CC=CS4","PD-0220245","NCGC00263128-01","CXCR1"
"COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=C(C=C3)C#N)C4=C(O2)C=C(OC)C=C4","LY-320135","NCGC00092385-02","CNR1"
"CC(=O)NC1=CC=C(O)C=C1","Acetaminophen","NCGC00016361-13","PTGS1"
"OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1","Diclofenac sodium","NCGC00021336-09","PTGS1"
"CC(C)CC1=CC=C(C=C1)C(C)C(O)=O","Ibuprofen lysine","NCGC00015529-18","PTGS1"
"CN1C(=C(O)N=C2NC=C(C)S2)C(=O)C3=C(C=CC=C3)S1(=O)=O","Meloxicam","NCGC00018248-08","PTGS1"
"O=C1N2CCC3=C(NC4=C3C=CC=C4)C2=NC5=C1C=CC=C5","Rutaecarpine","NCGC00015892-07","PTGS2"
"NC(=O)C1=CC(=CC=C1)C2=CC(OC(=O)NC3CCCCC3)=CC=C2","KDS-4103","NCGC00165915-03","FAAH"
"CC[C@@H](CCC(C)[C@@H]1CC[C@@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C","beta-Sitosterol","NCGC00142598-05",""
"CCC(CC)C(C)C1(CCCCC1)C(=O)NC2=C(SC(=O)C(C)C)C=CC=C2","Dalcetrapib","NCGC00263083-01","CETP"
"COC1=C(C=C(C(C)C)C(F)=C1)C2=C(CN3[C@@H](C)[C@H](OC3=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C=C(C=C2)C(F)(F)F","Anacetrapib","NCGC00346671-01","CETP"
"CCOC(=O)N1[C@H](CC)C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(=O)OC)C3=C1C=CC(=C3)C(F)(F)F","Torcetrapib","NCGC00346703-01","CETP"
"CC1(C)OC2=C([C@H](NCC3=CC=CC=C3)[C@@H]1O)C(=O)C4=C(C=CC=C4)C2=O","CAY10581","NCGC00263222-01","IDO1"
"[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2C(=O)CCCC2=O","Nitisinone","NCGC00185778-02","HPD"
"CC(=C/C1=CC=CC=C1)\C=C2/SC(=S)N(CC(O)=O)C2=O","Epalrestat","NCGC00164613-03","AKR1B1"
"OC(C1CCN(CC1)C(=O)OC2=CC=C(C=C2)[N+]([O-])=O)(C3=CC4=C(OCO4)C=C3)C5=CC6=C(OCO6)C=C5","JZL-184","NCGC00263237-01","MGLL"
"[O-][N+](=O)C1=CC=C(OC(=O)N2CCN(CC3=CC(OC4=CC=CC=C4)=CC=C3)CC2)C=C1","JZL-195","NCGC00346837-01","MGLL"
"O=C(NC1=CC=C(C=C1)C2=NCCN2)\C=C\C3=CC=C(\C=C\C(=O)NC4=CC=C(C=C4)C5=NCCN5)C=C3","GW 4869","NCGC00165782-02","NSMAF"
"CCOC(=O)[C@@H](N)CCC(=O)N[C@H](CSCC1=CC=CC=C1)C(=O)N[C@H](C(=O)OCC)C2=CC=CC=C2","Ezatiostat","NCGC00263221-01","GSTP1"
"CCCCS(=N)(=O)CCC(N)C(O)=O","Buthionine sulphoximine","NCGC00015148-07","GSS"
"CCC(=O)N[C@@H]1CC[C@@H](C1)C(=O)N(C)C2=CC=C(C=C2)C3=NC4=C(O3)C=CC=C4","FASN BI","NCGC00263228-01","FAS"
"CC1=NC(NC=C1)=NS(=O)(=O)C2=CC=C(NC(=O)NC3=CC=C(C=C3)S(=O)(=O)N=C4NC=CC(C)=N4)C=C2","GSK837149A","NCGC00263229-01","FAS"
"COC1=C(C=CC=C1)C2=CC(=CC=C2)C3=C(O)NC4=C(C=C(C#N)C(Cl)=C4)C3=O","FASN MRK","NCGC00263230-01","FAS"
"NC(=O)C1=NC=CN=C1","Pyrazinamide","NCGC00015833-16","FAS"
"C\C=C\C\C=C\CCC(=O)[C@@H]1O[C@H]1C(N)=O","Cerulenin","NCGC00163492-04","FAS"
"CCCCCCCCC1OC(=O)C(=C)C1C(O)=O","C-75","NCGC00165772-02","FAS"
"CCCCN1C2=C(NC(CC3=CC=C(NC(C)=O)C=C3)=N2)C(=O)N(CC4=C(F)C=CC=C4)C1=O","cPEPCK inhibitor","NCGC00263130-01","PCK1"
"CC(=O)OCC(=O)[C@]12OC(C)(C)O[C@H]1C[C@@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C","Fluocinonide","NCGC00022398-06",""
"C[C@@H]1C[C@@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@H]2[C@@]4(C)CCC(=O)C=C14","Medroxyprogesterone acetate","NCGC00022037-06","PGR"
"CC(=O)O[C@@H]1[C@H](C[C@@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)[N+]5(C)CCCCC5)[N+]6(C)CCCCC6","Pancuronium bromide","NCGC00023037-06",""
"OC1=CC(=CC=C1)C2=NC3=C(OC4=C3C=CC=N4)C(=N2)N5CCOCC5","PI-103","NCGC00187906-01","PIK3CA"
"CO[C@H]1C[C@H](C[C@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1O","Rapamycin","NCGC00021305-08","MTOR"
"CC(C)N1NC(C2=CC3=C(N2)C=CC(O)=C3)=C4C1=NC=NC4=N","PP242","NCGC00188346-01","MTOR"
"CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC3=CNC(=NC4CCOCC4)N=C13","R-1487","NCGC00262195-02","MAPK14"
"CN1C=C(C=N1)C2=C3C=NNC(=O)C4=CC(NC(=O)[C@H](N)C5CCCCC5)=CC(N2)=C34","PF-477736","NCGC00263132-02","CHEK1"
"CCCC(CCC)C(O)=O","Valproic acid sodium salt","NCGC00162288-06","GSK3B"
"O=C1C=C(OC(=C1)C2=C3SC4=C(SC3=CC=C2)C=CC=C4)N5CCOCC5","KU-0064","NCGC00263190-02","ATM"
"COC1=C(OC)C=C2C(=C1)N=CN=C2N3N=C(NC3=N)C4=NC=CC=C4","CP-466722","NCGC00263099-01","ATM"
"CN[C@H](C)C(=O)N[C@@H]1CN(CC[C@@H]2CC[C@H](N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4)C(=O)CC(C)C","AT-406","NCGC00346675-01","XIAP"
"CN1CCN(CC1)C2=CC=C(C=C2)C3=NC4=C(N3)N=CC(Br)=C4N5CCN(CC6=NOC(C)=C6)CC5","CCT-137690","NCGC00346676-01","AURKA"
"CCCCCCCCCCCC1=C(O)C(O)=CC(=O)C1=O","Embelin","NCGC00017248-10","XIAP"
"CN1N=C(COC2=CC=C(C=C2)N3CCN(CC3)C(C)=O)C(=C1C)C4=CC=CC5=C4N(CC6=CN=CC=C6)C(C(O)=O)=C5CCCOC7=C8C=CC=CC8=CC=C7","VU0482089-2","NCGC00347174-02","MCL1"
"CN1N=C(COC2=CC=C(C=C2)N3CCN(CC3)C(C)=O)C(=C1C)C4=CC=CC5=C4N(CC6=CN=CC=C6)C(C(O)=O)=C5CCCOC7=CC(C)=C(Cl)C(C)=C7","VU0483486-1","NCGC00347281-01","MCL1"
"CN(C)S(=O)(=O)N1CCN(CC1)C2=CC=C(OCC3=NN(C)C(C)=C3C4=CC=CC5=C4N(CC6=CN=CC=C6)C(C(O)=O)=C5CCCOC7=C8C=CC=CC8=CC=C7)C=C2","VU0483487-1","NCGC00347282-01","MCL1"
"CN1N=C(COC2=CC=C(C=C2)N3CCN(CC3)S(C)(=O)=O)C(=C1C)C4=CC=CC5=C4N(CC6=CN=CC=C6)C(C(O)=O)=C5CCCOC7=CC(C)=C(Cl)C(C)=C7","VU0483488-1","NCGC00347283-01","MCL1"
"CC(C)C1=C(O)C(O)=C(C=O)C2=C1C=C(C)C(=C2O)C3=C(O)C4=C(C=O)C(O)=C(O)C(C(C)C)=C4C=C3C","(-)-Gossypol","NCGC00016423-14","BCL2L1"
"COC1=C(OC)C2=C(C=C1)C3=CC=C4C=C5OCOC5=CC4=C3[N+](C)=C2","Chelerythrine chloride","NCGC00015225-03","BCL2L1"
"CCOC(=O)C(C#N)C1C2=C(OC(N)=C1C(=O)OCC)C=CC(Br)=C2","HA-14-1","NCGC00025207-06","BCL2"
"CC(C)[C@@H](CO)N=C1NC2=C(N=CN2C(C)C)C(N1)=NC3=CC(Cl)=C(C=C3)C(O)=O","Purvalanol B","NCGC00025220-03","CDK1"
"CCOC1=C(C=CC=C1)N=NC2=C(C)NN(C2=O)C3=NC(=CS3)C4=CC=CC=C4","BAM7","NCGC00347939-01","BCL2"
"CC(C)C[C@H]1NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@](C)(CCCCCCC=CCCC[C@](C)(NC(=O)[C@H](CC(C)C)NC1=O)C(O)=N[C@H](CCC(N)=O)C(O)=N[C@H](CC(N)=O)C(N)=O)N=C(O)[C@H](CC4=CC=CC=C4)N=C(O)[C@@H](N=C(O)[C@H](CCC(N)=O)N=C(O)[C@H](CCC(N)=O)N=C(O)[C@H](CO)N=C(O)[C@H](CCC(N)=O)N=C(O)CCN=C(C)O)[C@H](C)O","Ac-SAH-p53-8","NCGC00263280-01","HSPA2"
"COCC1(CO)N2CCC(CC2)C1=O","APR-246","NCGC00346881-01","TP53"
"C[C@@H](NC(=O)C1=C(OCC2=CC=C(Cl)C=C2)C=CS1)C3=CC=CC=C3","AS-1949490","NCGC00346882-01","INPPL1"
"CC(=NNC(=S)N1CCC1)C2=NC=CC=C2","NSC319726","NCGC00347952-01",""
"CN1CCN(CC1)C2=CC=C(C=C2)N=C3NC=C4C(=O)N(CC=C)N(C4=N3)C5=NC(=CC=C5)C(C)(C)O","MK-1775","NCGC00263183-01","WEE1"
"NC(=O)NC1=C(SC(=C1)C2=CC(F)=CC=C2)C(=O)N[C@@H]3CCCNC3","AZD-7762","NCGC00242481-02","CHEK1"
"CC1=CNC(C=N1)=NC(=O)NC2=C(OC[C@H]3CNCCO3)C=C(C)C(Br)=C2","Rabusertib","NCGC00343768-01","CHEK1"
"CN1C=C(C=N1)C2=CNN3C2=NC([C@H]4CCCNC4)=C(Br)C3=N","SCH-900776","NCGC00346653-01","CHEK1"
"CC(=O)NCC(=O)N1[C@H]2CC[C@H]1C3=C2C=CC(=C3)N=C4NC=C(C(N4)=NC5CCC5)C(F)(F)F","PF-03814735","NCGC00346652-01","AURKA"
"OC1=CC(O)=C(C=C1)C2=CC=C(C=C2)C3=CC(NN3)=NC4=CC(CNC5CC5)=CC=C4","TCS-2312","NCGC00346954-01","CHEK1"
"COC1=CC2=C(C=C1OC)C(=N[C@H]3CNC[C@H]3C(C)(C)O)N=C(N2)C4=C(O)C=CC(F)=C4","CCT-241533","NCGC00346436-01","CHEK2"
"NC(=O)C1=CC2=C(NC(=N2)C3=CC=C(OC4=CC=C(Cl)C=C4)C=C3)C=C1","339253","NCGC00165768-02","CHEK2"
"CC(C)[C@@H](CO)N=C1NC2=C(N=CN2C(C)C)C(N1)=NC3=CC(Cl)=CC=C3","Purvalanol A","NCGC00025219-04","CDK1"
"CC[C@@H](CO)N=C1NC2=C(N=CN2C(C)C)C(N1)=NCC3=CC=CC=C3","Seliciclib","NCGC00094374-05","CDK1"
"CC(C)C1=CNC(S1)=NC(=O)[C@@H](C)C2=CC=C(NC(C)=O)C=C2","PHA-690509","NCGC00263191-01","CDK2"
"ClC1=CC=CC(Cl)=C1C(=O)NC2=CNN=C2C(=O)NC3CCNCC3","AT7519","NCGC00263091-01","CDK1"
"NS(=O)(=O)C1=CC=C(C=C1)N=C2NC3=C(N=CN3)C(OCC4CCCCC4)=N2","NU-6102","NCGC00346950-01","CDK1"
"O=C1C2=C(C=CC=C2)N3C=CC4=C5C=CC=CC5=NC4=C13","Fascaplysin","NCGC00346951-01","CDK4"
"CC(C)CC(=O)N=C1NNC2=C1CN(C(=O)C3CCN(C)CC3)C2(C)C","PHA-793887","NCGC00263168-01","CDK1"
"CC(=O)C1=C(C)C2=C(N=C(N=C3NC=C(C=C3)N4CCNCC4)N=C2)N(C5CCCC5)C1=O","PD-0332991","NCGC00263129-01","CDK4"
"CC(C)C1=CNN2C1=NC(NCCCCCCN)=CC2=NCC3=CC=CC=C3","BS-181","NCGC00346553-01","CDK7"
"OC1=C(NC2=C1C=CC=C2)C3=C4C=CC=CC4=NC3=O","Indirubin","NCGC00179302-02","CDK1"
"CNC(=O)C1=NN(C)C2=C1C(C)(C)CC3=CNC(=NC4=CC=C(C=C4)N5CCN(C)CC5)N=C23","Milciclib","NCGC00346673-01","CDK1"
"COC1=C(C(=O)C2=CNC(NC2=N)=NC3CCN(CC3)S(C)(=O)=O)C(F)=C(F)C=C1","R-547","NCGC00346632-01","CDK1"
"CC(C)N1C(C)=NC=C1C2=NC(NC=C2)=NC3=CC=C(C=C3)S(C)(=O)=O","AZD-5438","NCGC00346617-01","CDK1"
"COC(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=C(C)C=C1","TAME","NCGC00346615-01","ANAPC1"
"CCC1=CNN2C1=NC(=CC2=NCC3=C[N+]([O-])=CC=C3)N4CCCC[C@H]4CCO","Dinaciclib","NCGC00346656-01","CDK1"
"OC(=O)[C@]3(CC1=NC(=CC=C1)N=C2NC=CS2)CC[C@@H](CC3)OC4=C(F)C(Cl)=CC=C4","MK-5108","NCGC00346657-01","AURKA"
"CC(C)C1=CNN2C1=NC(C=C2NCC3=CC=CC=C3)=N[C@H](CO)[C@H](O)CO","BS-194","NCGC00345852-01","CDK1"
"N=C1NC(=N)C(N=O)=C(N1)OCC2CCCCC2","NU-6027","NCGC00165844-02","CDK1"
"CCNC1=CC(NC(N1)=NC2=CC3=C(C=C2)N(CC4=CC=CC=C4)C=C3)=N[C@H]5CC[C@H](O)CC5","Cdk4/6 Inhibitor IV","NCGC00346952-01","CDK4"
"COC1=CC=C(C=C1)C2CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C4=CC=CC=C4","ML 141","NCGC00263209-02","CDC42"
"CC1(C)CC2=C(CO1)SC(NC(=S)NC(=O)C3=CC=CC=C3)=C2C(O)=O","KUC103669N-04","NCGC00347068-01",""
"CC1=CC(=O)C2=C(C=CC=C2)C1=O","Menadione","NCGC00016258-07","CDC25"
"CC(OC1=CC=C(O)C=C1)(P(O)(O)=O)P(O)(O)=O","L-690330","NCGC00024728-01","INPPL1"
"COC1=C(OC)C2=C(C=C1)C=C3C4=C(CC[N+]3=C2)C=C5OCOC5=C4","Berberine","NCGC00016526-11","PTP4A1"
"C[C@]12C3CCC(O3)[C@]1(C)C(=O)OC2=O","Cantharidin","NCGC00095145-01","PPP1CA"
"CN1CCN(CC1)C2=NC(SC3=CC=C(NC(=O)C4CC4)C=C3)=NC(=C2)N=C5NNC(C)=C5","Tozasertib","NCGC00168110-01","AURKA"
"CO[C@H](C(=O)N1CC2=C(C1)C(NN2)=NC(=O)C3=CC=C(C=C3)N4CCN(C)CC4)C5=CC=CC=C5","Danusertib","NCGC00263203-02","AURKA"
"CC1=C(SC(=N)N1)C2=NC(NC=C2)=NC3=CC=C(C=C3)N4CCOCC4","CYC-116","NCGC00263204-01","AURKA"
"CCS(=O)(=O)C1=CC(=CC=C1)C2=CC(C(=O)NC3CCN(C)CC3)=C(C)C4=C2C5=C(N4)N=CC(C)=C5","TAK-901","NCGC00346645-01","AURKA"
"CC1=CSC(=C1)C2=NNC(=NC3=CC=C(OC4=C(C=CC=N4)C5=NC(=N)NC=C5)C=C3)C6=C2C=CC=C6","AMG-900","NCGC00263094-01","AURKA"
"OC(=O)C1=CC=C(C=C1)N=C2NC=C3CN=C(C4=C(C=CC(Cl)=C4)C3=N2)C5=C(F)C=CC=C5F","MLN-8054","NCGC00346488-01","AURKA"
"CN1C(NC2=C1C=CC(OC3=CC(=NC=C3)C4=NC(=CN4)C(F)(F)F)=C2)=NC5=CC=C(C=C5)C(F)(F)F","CHIR-265","NCGC00250407-01","BRAF"
"C1C2CNCC1C3=C2C=C4N=CC=NC4=C3","Varenicline dihydrochloride","NCGC00247735-02","CHRNA3"
"O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12","Cytisine","NCGC00016463-02","CHRNA3"
"COC1=CC(OC)=C(Cl)C=C1NC(=O)N=C2NOC(C)=C2","PNU-120596","NCGC00167746-01","CHRNA7"
"CCOC(=O)N[C@H]1CC[C@H]2[C@H](C[C@H]3[C@@H]([C@@H](C)OC3=O)[C@H]2\C=C\C4=NC=C(C=C4)C5=CC(F)=CC=C5)C1","Vorapaxar","NCGC00263108-01","PAR1"
"CN(C(C)=O)C1(CCN(CCCC2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC(Cl)=C(Cl)C=C4)CC1)C5=CC=CC=C5","Osanetant","NCGC00263110-01","TACR3"
"C[C@@H](O[C@@H]1OCCN(CC2=NC(=O)NN2)[C@@H]1C3=CC=C(F)C=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F","Aprepitant","NCGC00181785-01","TACR1"
"OC[C@@H]1O[C@H](C[C@@H]1O)N2C=NC3=C2N=CNC[C@H]3O","Pentostatin","NCGC00182045-02","ADA"
"OC[C@@H]1O[C@H]([C@H](O)[C@@H]1O)N2CCC(O)NC2=O","Tetrahydrouridine","NCGC00345810-01","CDA"
"CCCN1C2=C(NC(=N2)[C@]34CC5CC3C[C@H](C4)C5)C(=O)N(CCC)C1=O","Rolofylline","NCGC00263139-01","ADORA1"
"CCNC(=O)[C@H]1O[C@H](C(O)[C@@H]1O)N2C=NC3=C2NC(NC3=N)=NCCC4=CC=C(CCC(O)=O)C=C4","CGS-21680","NCGC00024976-04","ADORA2"
"CCCN1C(=O)N(CC)C2=C(NC(=N2)C3=CN(CC4=CC(=CC=C4)C(F)(F)F)N=C3)C1=O","CVT-6883","NCGC00345800-01","ADORA2B"
"CN1C2=C(NC=N2)C(=O)N(C)C1=O","Theophyllamine","NCGC00018117-23","ADORA1"
"OC[C@H]1O[C@@H]([C@H](O)[C@@H]1O)N2C=NC3=C2NC=NC3=N","Adenosine","NCGC00023673-08","ADORA1"
"CCN1C2=C(N(C)C(\C=C\C3=CC(OC)=C(OC)C=C3)=N2)C(=O)N(CC)C1=O","Istradefylline","NCGC00253737-01","ADORA2A"
"C1CCC(CC1)N=C2NC(NC3=C2N=CN3)=NC4=CC=C(C=C4)N5CCOCC5","Reversine","NCGC00165880-04","ADORA3"
"OC(=O)C1=C(C=CC=C1)C(=O)NC2=CC=C(C=C2)C3=CC=CC=C3","Kartogenin","NCGC00263694-01",""
"CO[C@H]1C(C[C@@H]2O[C@]1(C)N3C4=C(C=CC=C4)C5=C3C6=C(C7=C(C=CC=C7)N26)C8=C5C(=O)NC8=O)N(C)C(=O)C9=CC=CC=C9","Stauprimide","NCGC00345083-01",""
"CC(C)[C@H]1N(C)C2=CC=CC3=C2C(C[C@@H](CO)NC1=O)=CN3","(-)-Indolactam V","NCGC00345085-01",""
"C1CCC(CC1)N2C=NC3=C2NC(OC4=C5C=CC=CC5=CC=C4)=NC3=NC6=CC=C(C=C6)N7CCOCC7","purmorphamine","NCGC00344053-01",""
"CC(C)CN=C1NC(NC=C1)=NCC2=CSC(=N2)C3=CC=CC=C3","KHS101","NCGC00345082-01",""
"BrC1=C(NC(=O)N=C2C=CC(C#N)=C3NNN=C23)C=CC=C1","SB-265610","NCGC00242491-02","CXCR2"
"C(N1CCCNCCNCCCNCC1)C2=CC=C(CN3CCCNCCNCCCNCC3)C=C2","Plerixafor hydrochloride","NCGC00165722-02","CXCR4"
"CC(C)C1=NN=C(C)N1[C@H]2C[C@H]3CC[C@H](C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)C5=CC=CC=C5","Maraviroc","NCGC00183109-02","CCR5"
"COC[C@@H](N1CCN(C[C@@H]1C)C2(C)CCN(CC2)C(=O)C3=C(C)N=CN=C3C)C4=CC=C(C=C4)C(F)(F)F","Vicriviroc maleate","NCGC00182549-02","CCR5"
"CC(C)=CC[C@@H](O)C1=CC(=O)C2=C(C(O)=CC=C2O)C1=O","Shikonin","NCGC00163489-04","CCR5"
"CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(Cl)C=C(Cl)C=C3)C4=CC=C(Cl)C=C4","Rimonabant","NCGC00164572-01","CNR1"
"COC1=CC=C(C=C1)C(=O)C2=C(C)N(CCN3CCOCC3)C4=C2C=CC(I)=C4","AM-630","NCGC00025012-02","CNR2"
"FC(F)(F)C1=NC(NC=C1C(=O)NCC2CCOCC2)=NC3=C(Cl)C=C(Cl)C=C3","842166X","NCGC00346697-01","CNR2"
"CC1=C(C(=O)C2=C3C=CC=CC3=CC=C2)C4=C5N1[C@H](CN6CCOCC6)COC5=CC=C4","WIN-55212-2","NCGC00016210-06","CNR1"
"CC(C)C1=CC2=C(C=C1)N(CC3=CC=C(Cl)C=C3)C(CC(C)(C)C(O)=O)=C2SC(C)(C)C","MK-886","NCGC00162249-04","ALOX5AP"
"OC(=O)[C@@H](C1CCCC1)C2=CC=C(OCC3=NC4=C(C=CC=C4)C=C3)C=C2","Veliflapon","NCGC00250411-01","ALOX5AP"
"CC1(C)CN2C(CC(O)=O)=C(C(=C2C1)C3=CC=CC=C3)C4=CC=C(Cl)C=C4","Licofelone","NCGC00250374-01","ALOX5"
"CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2","Zileuton","NCGC00159453-06","ALOX5"
"O=C(OCC#CCSC1=NN=C(O1)C2=C3C=CC=CC3=CC=C2)C4=CC5=C(S4)C=CC=C5","NCGC00185053","NCGC00185053-01","ALOX15"
"C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC2=CC(O)=C(O)C=C2","Masoprocol","NCGC00094201-01","ALOX5"
"NC(=O)CC1=C(N)C(=CC=C1)C(=O)C2=CC=CC=C2","Nepafenac","NCGC00185741-01","PTGS2"
"CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(O)=O","Etodolac","NCGC00015399-15","PTGS2"
"OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1","Resveratrol","NCGC00017352-23","PTGS2"
"COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O","Naproxen sodium","NCGC00016759-03","PTGS2"
"COC1=CC2=C(C=C1)N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C2CC(=O)OCC(O)=O","Acemetacin","NCGC00016868-11","PTGS1"
"CN1C(=C(O)N=C2NC=CC=C2)C(=O)C3=C(C=CC=C3)S1(=O)=O","Piroxicam","NCGC00015823-18","PTGS1"
"C[C@@H](C(O)=O)C1=CC2=C(SC3=C(C=CC=C3)C(=O)C2)C=C1","Zaltoprofen","NCGC00183878-01","PTGS1"
"COC1=CC(OC)=C(OC)C=C1C=O","Asaraldehyde","NCGC00091253-07","PTGS2"
"CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3","Rofecoxib","NCGC00095118-05","PTGS2"
"COC1=CC=C(C=C1)C(=O)C2=C(C)N(CCN3CCOCC3)C4=C2C=CC=C4","Pravadoline","NCGC00160396-02",""
"C[C@H]1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)O[C@]16CC[C@@H](C)CO6","Diosgenin","NCGC00160163-01","PTGS2"
"COC1=C(OC)C=C2[C@@H]3[C@@H](COC2=C1)OC4=C(C=CC5=C4C[C@@H](O5)C(C)=C)C3=O","Rotenone","NCGC00017358-14","NDUFAF1"
"FC(F)(F)C1=CN=C(OC2=CC(CC3CCN(CC3)C(=O)NC4=CN=CC=C4)=CC=C2)C=C1","PF-3845","NCGC00263131-01","FAAH"
"CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C3=CC=C(F)C=C3","Fluvastatin","NCGC00164604-03","HMGCR"
"CCC(C)(C)C(=O)O[C@@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H]3C[C@@H](O)CC(=O)O3)[C@H]12","Simvastatin","NCGC00017324-08","HMGCR"
